TransactionAmt,TransactionHour,card_type,ProductCD,email_match,device_type,distance,card1,card2,card3,card5,addr1,addr2,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,isFraud
57.95,17,0,4,0,0,1.0,13585,321.0,150.0,226.0,330.0,87.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,545.0,545.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,545.0,0.0,0.0,0.0,545.0,1,1,1,-1,-1,1,0,0,1,0
57.95,1,0,4,0,0,26.0,16132,111.0,150.0,226.0,299.0,87.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,61.0,61.0,34.0,34.0,34.0,0.0,0.0,0.0,0.0,34.0,188.0,0.0,0.0,0.0,188.0,1,1,1,-1,-1,1,0,0,1,0
49.0,22,0,4,0,0,0.0,8406,264.0,150.0,226.0,441.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,0,0,0,0
50.0,19,0,1,0,0,0.0,9022,481.0,150.0,224.0,387.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7916659712791443,0.7916659712791443,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
45.134,15,1,0,1,0,0.0,4395,555.0,146.0,224.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
81.446,19,0,0,1,0,0.0,17393,555.0,162.0,226.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
150.0,16,0,2,1,0,0.0,2803,100.0,150.0,226.0,204.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
30.95,4,0,4,0,0,0.0,9500,321.0,150.0,226.0,126.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,18.0,1.0,479.0,461.0,23.0,478.0,23.0,0.0,0.0,0.0,0.0,478.0,0.0,0.0,0.0,0.0,478.0,-1,-1,-1,-1,-1,1,-1,-1,-1,0
97.95,12,0,4,0,0,7.0,17055,393.0,150.0,117.0,472.0,87.0,10.0,7.0,0.0,0.0,3.0,6.0,0.0,0.0,7.0,0.0,6.0,0.0,97.0,10.0,274.0,274.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,426.0,0.0,0.0,0.0,483.0,1,1,1,-1,-1,1,0,0,1,0
117.0,15,1,4,0,0,4.0,7585,553.0,150.0,226.0,204.0,87.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,11.0,5.0,171.0,171.0,171.0,269.0,26.0,0.0,0.0,0.0,0.0,265.0,265.0,0.0,0.0,0.0,269.0,1,1,1,1,0,1,0,1,1,0
171.0,22,0,4,0,0,5.0,2157,111.0,150.0,226.0,272.0,87.0,5.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,13.0,4.0,254.0,254.0,19.0,348.0,19.0,0.0,0.0,0.0,0.0,348.0,348.0,0.0,0.0,0.0,348.0,1,1,1,0,0,1,0,0,1,0
47.95,3,0,4,0,0,5.0,2114,396.0,150.0,224.0,226.0,87.0,143.0,135.0,0.0,0.0,111.0,116.0,0.0,0.0,107.0,0.0,115.0,0.0,481.0,118.0,26.0,25.0,6.0,25.0,6.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,25.0,1,1,1,-1,-1,0,0,1,1,0
150.0,3,0,2,1,0,0.0,9500,321.0,150.0,226.0,272.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
39.0,21,0,4,0,0,0.0,2803,100.0,150.0,226.0,184.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,134.0,134.0,134.0,134.0,134.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,134.0,-1,-1,-1,1,0,0,-1,-1,-1,0
48.95,4,1,4,0,0,0.0,7861,494.0,150.0,226.0,299.0,87.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,101.0,101.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,101.0,-1,-1,-1,-1,-1,1,-1,-1,-1,0
150.0,12,1,2,1,0,0.0,8230,399.0,150.0,146.0,269.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
21.95,0,0,4,0,0,168.0,7919,194.0,150.0,202.0,269.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,-1,-1,0,-1,-1,-1,0
315.0,21,0,4,0,0,0.0,11430,321.0,150.0,226.0,337.0,87.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,28.0,2.0,101.0,72.0,17.0,286.0,17.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,501.0,-1,-1,-1,0,1,0,-1,-1,-1,0
50.0,0,0,1,1,1,0.0,7826,481.0,150.0,224.0,325.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
325.0,5,0,2,1,0,0.0,2744,490.0,150.0,195.0,299.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
49.0,18,0,4,0,0,4.0,1939,360.0,150.0,166.0,325.0,87.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,6.0,1,1,0,0,0,0,0,1,1,0
480.0,2,1,4,0,0,0.0,8380,512.0,150.0,226.0,264.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,84.0,84.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,83.0,-1,-1,-1,0,0,1,-1,-1,-1,1
50.0,18,0,1,0,0,0.0,7900,345.0,150.0,224.0,143.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
117.0,18,0,4,0,0,0.0,4167,300.0,150.0,166.0,269.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,1,0,1,-1,-1,-1,0
51.071,18,0,0,1,0,0.0,3154,408.0,185.0,224.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
117.0,18,1,4,0,0,1.0,7861,494.0,150.0,226.0,181.0,87.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,12.0,1,1,1,0,0,1,1,1,1,0
150.0,21,1,2,0,1,0.0,7332,399.0,150.0,119.0,299.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
317.5,18,1,4,0,0,0.0,16659,170.0,150.0,226.0,436.0,87.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,-1,-1,-1,0,0,0,-1,-1,-1,0
30.95,1,0,4,0,0,0.0,17188,321.0,150.0,226.0,122.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,1,0,1,1,0
34.0,2,0,4,0,0,1680.0,13249,111.0,150.0,226.0,264.0,87.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,1.0,74.0,74.0,4.0,72.0,4.0,0.0,0.0,0.0,0.0,73.0,73.0,0.0,0.0,0.0,72.0,1,1,1,0,0,0,-1,-1,-1,0
269.38,16,1,4,0,0,7.0,2616,327.0,150.0,102.0,299.0,87.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,49.0,49.0,21.0,49.0,21.0,0.0,0.0,0.0,0.0,256.0,49.0,0.0,0.0,0.0,49.0,1,1,1,-1,-1,0,0,0,1,0
161.0,0,0,4,0,0,11.0,10011,319.0,150.0,226.0,476.0,87.0,3.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,4.0,1.0,12.0,2.0,42.0,42.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,124.0,41.0,0.0,0.0,0.0,27.0,1,1,1,1,1,0,-1,-1,-1,1
39.0,2,0,4,0,0,0.0,7299,111.0,150.0,195.0,204.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,0,1,0,-1,-1,-1,0
21.751,5,0,0,1,0,15.0,15885,545.0,185.0,138.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
214.0,20,1,4,0,0,0.0,6019,583.0,150.0,226.0,204.0,87.0,71.0,66.0,0.0,0.0,124.0,38.0,0.0,0.0,44.0,0.0,44.0,0.0,380.0,57.0,315.0,315.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,0.0,0.0,0.0,0.0,517.0,-1,-1,-1,0,0,0,-1,-1,-1,0
107.95,21,0,4,0,0,0.0,12679,555.0,150.0,226.0,204.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,0,0,0,1,0
511.95,14,0,4,0,0,3.0,6276,280.0,150.0,117.0,191.0,87.0,5.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0,4.0,0.0,26.0,5.0,400.0,400.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,498.0,0.0,0.0,0.0,559.0,1,1,1,-1,-1,1,1,1,1,0
108.95,21,0,4,0,0,0.0,11839,490.0,150.0,226.0,269.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,-1,-1,0,0,1,1,0
117.0,14,0,4,0,0,0.0,4045,555.0,150.0,226.0,204.0,87.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,17.0,3.0,163.0,163.0,2.0,398.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,398.0,-1,-1,-1,0,1,1,-1,-1,-1,0
45.0,21,0,3,0,1,0.0,17966,356.0,150.0,224.0,472.0,87.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
67.95,2,1,4,0,0,4.0,8626,555.0,150.0,226.0,441.0,87.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,1.0,484.0,484.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,444.0,0.0,0.0,0.0,483.0,1,1,1,-1,-1,1,1,1,1,0
59.0,15,0,4,0,0,0.0,11597,555.0,150.0,226.0,184.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0
29.0,18,0,4,0,0,0.0,11207,361.0,150.0,226.0,126.0,87.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,46.0,2.0,390.0,390.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,390.0,-1,-1,-1,0,0,-1,-1,-1,-1,0
125.14,18,0,4,0,0,0.0,7919,194.0,150.0,202.0,299.0,87.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,177.0,177.0,5.0,177.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,177.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
52.95,17,0,4,0,0,3.0,5711,201.0,150.0,226.0,204.0,87.0,137.0,111.0,0.0,0.0,179.0,92.0,0.0,0.0,88.0,0.0,89.0,1.0,595.0,117.0,348.0,348.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,348.0,339.0,0.0,0.0,0.0,348.0,1,1,1,-1,-1,1,0,1,1,0
15.124,0,0,0,1,0,0.0,4461,375.0,185.0,224.0,-1.0,-1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
500.0,21,1,2,1,1,0.0,14349,170.0,150.0,195.0,325.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
57.95,1,1,4,0,0,0.0,9803,583.0,150.0,226.0,191.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,-1,-1,1,1,1,1,0
632.0,15,0,4,0,0,0.0,8320,476.0,150.0,166.0,337.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,2,1,0,1,1,1,0
445.0,15,0,4,0,0,0.0,7005,111.0,150.0,226.0,310.0,87.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,44.0,3.0,90.0,90.0,32.0,601.0,32.0,0.0,0.0,0.0,0.0,538.0,0.0,0.0,0.0,0.0,604.0,-1,-1,-1,0,0,0,-1,-1,-1,0
994.0,9,1,4,0,0,4.0,8139,327.0,150.0,194.0,441.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,48.0,1,1,1,0,0,1,0,1,1,1
49.0,23,0,4,0,0,0.0,12932,361.0,150.0,226.0,126.0,87.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,21.0,6.0,0.0,0.0,0.0,420.0,4.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,420.0,-1,-1,-1,0,0,1,-1,-1,-1,0
77.0,19,1,4,0,0,0.0,15066,170.0,150.0,102.0,472.0,87.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,26.0,21.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,26.0,1,1,1,1,1,1,1,1,1,0
93.921,6,1,0,1,0,0.0,16103,555.0,197.0,162.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.25,0.25,0.0,0.0,0.0,0.0,363.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
117.0,14,0,4,0,0,0.0,4436,174.0,150.0,226.0,184.0,87.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,2.0,303.0,303.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,-1,-1,-1,0
100.0,17,1,2,1,1,0.0,7585,553.0,150.0,226.0,299.0,87.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7083330154418945,0.7083330154418945,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
72.95,18,0,4,0,0,0.0,8900,385.0,150.0,226.0,231.0,87.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,12.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
107.95,14,0,4,0,0,5.0,9689,543.0,150.0,224.0,485.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,38.0,38.0,16.0,38.0,16.0,0.0,0.0,0.0,0.0,38.0,38.0,0.0,0.0,0.0,38.0,1,1,1,-1,-1,0,-1,-1,-1,0
117.0,0,1,4,0,0,0.0,6019,583.0,150.0,226.0,264.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,0,0,1,-1,-1,-1,0
117.0,12,1,4,0,0,1.0,15063,514.0,150.0,226.0,181.0,87.0,2.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,33.0,2.0,114.0,114.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,213.0,213.0,0.0,0.0,0.0,213.0,1,1,1,0,1,0,-1,-1,-1,0
209.95,23,0,4,0,0,0.0,18249,360.0,150.0,126.0,330.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,383.0,383.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,383.0,1,0,0,-1,-1,1,0,1,1,0
25.95,22,0,4,0,0,0.0,17933,512.0,150.0,195.0,436.0,87.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,-1,-1,-1,-1,-1,0,-1,-1,-1,0
335.0,16,1,4,0,0,3.0,4141,404.0,150.0,102.0,204.0,87.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,200.0,200.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,528.0,528.0,0.0,0.0,0.0,528.0,1,1,1,0,0,0,1,1,1,0
35.346,22,0,0,1,0,199.0,9633,130.0,185.0,138.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,0,-1,-1,-1,-1,-1,0
87.95,0,0,4,0,0,11.0,1310,206.0,150.0,229.0,225.0,87.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,2.0,47.0,47.0,15.0,46.0,15.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,46.0,1,1,1,-1,-1,1,-1,-1,-1,0
27.95,0,0,4,0,0,70.0,4663,490.0,150.0,166.0,251.0,87.0,10.0,20.0,0.0,0.0,11.0,11.0,0.0,0.0,12.0,0.0,12.0,0.0,53.0,10.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,1,1,0,-1,-1,0,0,0,0,0
433.0,17,1,4,0,0,1.0,18268,583.0,150.0,226.0,330.0,87.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,12.0,12.0,2.0,157.0,2.0,0.0,0.0,0.0,0.0,157.0,157.0,0.0,0.0,0.0,157.0,1,1,1,0,0,1,1,1,1,0
55.0,17,0,4,0,0,71.0,18095,243.0,150.0,226.0,387.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,-1,-1,-1,0
100.0,15,1,2,1,0,0.0,6741,583.0,150.0,195.0,387.0,87.0,25.0,27.0,0.0,10.0,0.0,11.0,0.0,15.0,0.0,12.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.625,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
29.0,22,0,4,0,0,0.0,12544,321.0,150.0,226.0,337.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,1,0,0,1,0
72.95,15,0,4,0,0,0.0,6530,206.0,150.0,126.0,498.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,1,1,1,-1,-1,0,1,1,1,0
2594.95,16,0,4,0,0,0.0,4857,578.0,150.0,166.0,330.0,87.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0.0,504.0,1,1,1,-1,-1,1,0,0,0,0
445.0,23,1,4,0,0,0.0,5938,111.0,150.0,162.0,310.0,87.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,0,0,1,-1,-1,-1,0
57.95,11,0,4,0,0,0.0,6170,174.0,150.0,226.0,315.0,87.0,5.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,4.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.0,0.0,0.0,0.0,0.0,369.0,-1,-1,-1,-1,-1,1,-1,-1,-1,0
126.095,2,0,0,1,0,0.0,15885,545.0,185.0,138.0,-1.0,-1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,2,-1,-1,-1,-1,-1,0
